source,market_id,player_name,match_name,match_key,match_start_time,status,label,would_have_worked,n_pre_snapshots,pre_span_minutes,best_wave_pp,entry_time,entry_lead_minutes,entry_prob,peak_prob,peak_time,peak_lead_minutes,move_at_start_pp,max_dip_after_entry_pp,entry_spread,entry_volume,entry_velocity5_pp,entry_band,max_prematch_watch_score,n_prematch_score_rows,alerted_prematch,first_prematch_alert_type,first_prematch_alert_at,alerted_any
polymarket,0xc24ff52ad1567243484d2bc7846b801fb4d0ec6db6d91add1162a7792f39f5a4,Hikaru Shiraishi,ITF Tokyo: Hikaru Shiraishi vs Jangjun Kim,hikaru shiraishi|jangjun kim,2026-06-13T01:00:00,completed,small_move,0,12,473.2,2.5,2026-06-12T17:43:52.004424,436.1,0.45,0.475,2026-06-12T21:18:25.151056,221.6,-3.0,0.0,0.1,,,30-60%,52.0,12,1,PRE_SPIKE_CANDIDATE,2026-06-12T22:53:59.420850,1
polymarket,0xb9f2f783acd2a21a0a388098ce5445f2c647ad21c5c41bb3bd5647e4e20ef0d0,Ozan Baris,ITF Wichita: Ozan Baris vs Duncan Chan,duncan chan|ozan baris,2026-06-12T17:00:00,completed,small_move,0,6,56.2,2.0,2026-06-12T15:31:11.960391,88.8,0.435,0.455,2026-06-12T15:33:17.053526,86.7,0.5,0.0,0.01,680.827958,,30-60%,24.0,2,0,,,0
polymarket,0x054fb450324fd4bce5fea29875a3697652d4af1d242cf2e94500921e962a2c9c,Nuria Brancaccio,Modena: Nuria Brancaccio vs Lucia Bronzetti,lucia bronzetti|nuria brancaccio,2026-06-12T16:45:00,completed,small_move,0,6,56.2,1.0,2026-06-12T15:31:11.960391,73.8,0.415,0.425,2026-06-12T16:25:19.324817,19.7,1.0,0.0,0.01,2451.3013020000003,,30-60%,55.0,2,1,PRE_SPIKE_CANDIDATE,2026-06-12T16:25:20.519174,1
polymarket,0x0c3779ceb3035e519935797115264e28d918dfa8e6bfc5aa4b0e3ae0748b871c,Mayuka Aikawa,ITF Tokyo: Mayuka Aikawa vs Ikumi Yamazaki,ikumi yamazaki|mayuka aikawa,2026-06-13T03:00:00,completed,flat,0,12,473.2,1.0,2026-06-12T16:25:19.324817,634.7,0.46,0.47,2026-06-12T21:18:25.151056,341.6,0.5,0.0,0.02,,,30-60%,51.0,12,1,PRE_SPIKE_CANDIDATE,2026-06-12T21:18:26.804986,1
polymarket,0x128be590caa4824f59fa4c020b2b614b03f50c1f2ef4d9ebaff2cefb1e0f89de,Kaitlin Quevedo,Modena: Kaitlin Quevedo vs Laura Samson,kaitlin quevedo|laura samson,2026-06-12T18:40:00,completed,small_move,0,8,135.5,1.0,2026-06-12T15:31:11.960391,188.8,0.495,0.505,2026-06-12T17:43:52.004424,56.1,1.0,0.0,0.01,3423.4338549999998,,30-60%,56.0,4,1,PRE_SPIKE_CANDIDATE,2026-06-12T17:43:52.521719,1
polymarket,0x3f0737ea10cb32698ef96eaedd0c45fded43a106da723a86a231848ee0d795f8,Casanova/Taverna,Tucuman (Doubles): Casanova/Taverna vs Aguilar/Fuente,aguilar fuente|casanova taverna,2026-06-12T18:00:00,completed,small_move,0,8,135.5,1.0,2026-06-12T16:25:19.324817,94.7,0.475,0.485,2026-06-12T17:43:52.004424,16.1,1.0,0.0,0.87,39.815303,,30-60%,34.0,4,0,,,0
polymarket,0xead708d5e57c87f2b85016e719e8f9df49f3a2e4bbb965366542714d750d74ef,Tristan Schoolkate,Ilkley: Tristan Schoolkate vs Oliver Tarvet,oliver tarvet|tristan schoolkate,2026-06-12T17:00:00,completed,small_move,0,6,56.2,1.0,2026-06-12T15:31:11.960391,88.8,0.53,0.54,2026-06-12T16:25:19.324817,34.7,1.0,0.0,0.02,6005.4983539999985,,30-60%,50.0,2,1,PRE_SPIKE_CANDIDATE,2026-06-12T16:25:19.970952,1
polymarket,0x05f0330e5d0fb3a0b8767f4dc7ae6724c18e85a8a54de32ede4f938006d29232,Andrew Johnson,ITF Los Angeles: Andrew Johnson vs Benjamin O'connell,andrew johnson|benjamin o connell,2026-06-12T18:00:00,completed,flat,0,8,135.5,0.5,2026-06-12T15:31:11.960391,148.8,0.795,0.8,2026-06-12T16:25:19.324817,94.7,0.5,0.0,0.03,14.545677999999999,,60%+,,0,0,,,0
polymarket,0x1144bfea333c8c0a6d9af22008e2f2abf469d7655754c38434d574686f341817,Pino/Dickerson,Tucuman (Doubles): Pino/Dickerson vs Monzon/Villalon,monzon villalon|pino dickerson,2026-06-12T18:00:00,completed,flat,0,8,135.5,0.5,2026-06-12T15:33:17.053526,146.7,0.52,0.525,2026-06-12T16:25:19.324817,94.7,0.5,0.0,0.06,28.969509000000002,,30-60%,45.0,4,0,,,0
polymarket,0x4884862d040c43c14bb003f089e4d0fc9017c81543b53592a5df34fd3dd54893,Kaylan Bigun,ITF Los Angeles: Kaylan Bigun vs Gus Grumet,gus grumet|kaylan bigun,2026-06-12T18:00:00,completed,flat,0,8,135.5,0.5,2026-06-12T15:31:11.960391,148.8,0.84,0.845,2026-06-12T17:43:52.004424,16.1,0.5,0.0,0.02,1.282346,,60%+,32.0,1,0,,,0
polymarket,0xabcd3909224afac5b7d6eba71cc6275f1ce65280888e994cf769be0a94258c89,Sebastian Gorzny,ITF Wichita: Sebastian Gorzny vs Kenta Miyoshi,kenta miyoshi|sebastian gorzny,2026-06-12T17:00:00,completed,flat,0,6,56.2,0.5,2026-06-12T15:31:11.960391,88.8,0.42,0.425,2026-06-12T15:33:17.053526,86.7,0.0,0.0,0.02,6.886955,,30-60%,24.0,2,0,,,0
polymarket,0xc96c9f8bb495c24ef3da1253cd4ff758b42cfc213531370ae9dd1226564ec3da,Maria Aytoyan,ITF Los Angeles: Maria Aytoyan vs Monika Ekstrand,maria aytoyan|monika ekstrand,2026-06-12T18:00:00,completed,flat,0,8,135.5,0.5,2026-06-12T15:33:17.053526,146.7,0.255,0.26,2026-06-12T16:25:19.324817,94.7,0.0,0.0,0.01,1.453332,,12-30%,39.0,8,0,,,0
polymarket,0xebb525d908bdfc4be22c2f74e6c94460818b49e6129f272b0384a531e849daf9,Spencer Johnson,ITF Los Angeles: Spencer Johnson vs Nathan Trouve,nathan trouve|spencer johnson,2026-06-12T18:00:00,completed,flat,0,8,135.5,0.5,2026-06-12T15:37:45.288203,142.2,0.695,0.7,2026-06-12T16:25:19.324817,94.7,0.5,0.0,0.03,16.799917999999998,,60%+,,0,0,,,0
polymarket,0x07e95ff1a81727e6f93744403bb38ff9db3628de73b9a90ae1378a1737ee7cb3,Glinka/Sakellaridis,Stuttgart Open (Doubles): Glinka/Sakellaridis vs Bublik/Kyrgios,bublik kyrgios|glinka sakellaridis,2026-06-12T10:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x0971b866b751a15de30476b45c82551a93c99eb3eb589059fdfa400288d0d918,Kuzuhara/Langmo,Tyler (Doubles): Kuzuhara/Langmo vs Pearson/Puttergill,kuzuhara langmo|pearson puttergill,2026-06-02T14:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x0c7cf4af3b20bac52a5b0ca1b070041ea5bbf134268e1bb84ce61c8460cfbc46,Isabel Pascual Montalvo,ITF Estepona: Isabel Pascual Montalvo vs Zuzanna Pawlikowska,isabel pascual montalvo|zuzanna pawlikowska,2026-05-20T08:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x0d7247aef3365a26332e0172678d75a4cecf32a5f0222522296870d717b19898,Guido Justo,Tucuman: Guido Justo vs Thiago Cigarran,guido justo|thiago cigarran,2026-06-12T17:15:00,completed,flat,0,6,56.2,0.0,2026-06-12T15:31:11.960391,103.8,0.865,0.865,2026-06-12T15:33:17.053526,101.7,0.0,0.0,0.01,4501.651451000001,,60%+,,0,0,,,0
polymarket,0x110195e2e6db412f07077ce5327a50512b2a5ee3441faaede367785ffa836c4a,Maxence Rivet,ITF Messina: Maxence Rivet vs Fausto Tabacco,fausto tabacco|maxence rivet,2026-06-12T15:30:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x135eb19864569f542827634499f22279f48517ea57e5b796ba48bcdfe69b7469,Bollipalli/Hilderbrand,Ilkley (Doubles): Bollipalli/Hilderbrand vs Escobar/Kittay,bollipalli hilderbrand|escobar kittay,2026-06-12T14:30:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x14a67ab42b1f87d06c6fe167ecd049ee53db64d8b81bbbb49925d7c1163cb70c,Juan Sebastian Osorio,ITF Brasilia: Juan Sebastian Osorio vs Nicolas Oliveira,juan sebastian osorio|nicolas oliveira,2026-06-12T15:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x15d84c38d5951aac3821e8d31aaea3c03532369765a28c6b22d6e9fcb13a688f,Zongyu Li,ITF Wuning: Zongyu Li vs Mai Hontama,mai hontama|zongyu li,2026-06-13T02:15:00,completed,flat,0,12,473.2,0.0,2026-06-12T16:25:19.324817,589.7,0.5,0.5,2026-06-12T16:27:24.987255,587.6,-11.0,0.0,1.0,,,30-60%,24.0,12,0,,,0
polymarket,0x175c579e1f7eb2c750eb016acb6fd26d408332e1e31e785d94a26b87c77e3d70,Stefan Horia Haita,ITF Curtea de Arges: Stefan Horia Haita vs Stefan Adrian Andreescu,stefan adrian andreescu|stefan horia haita,2026-06-12T08:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x1cc949bc4b397684d947523f5210f52da9b9413f68724492c193457abec67b70,Kristina Penickova,ITF Los Angeles: Kristina Penickova vs Alina Shcherbinina,alina shcherbinina|kristina penickova,2026-06-12T18:00:00,completed,insufficient_history,0,4,81.3,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x1eac1646122b15b8f4e7703e80a1b5c08b983cf27e47283efc51b7945a750cd7,Guillaume Dalmasso,ITF Vaasa: Guillaume Dalmasso vs Tom Zeuch,guillaume dalmasso|tom zeuch,2026-06-12T09:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x223bf2fa7b538bfe827f986db966230b3294297e8b9157955eb958551694108d,Alberto Barroso Campos,ITF Martos: Alberto Barroso Campos vs Pablo Perez Ramos,alberto barroso campos|pablo perez ramos,2026-06-12T14:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x27bc6c83dbc494f1f2970b77c5249e5de239606302771f321d4e39237c952940,Felix Auger-Aliassime,Libema Open: Felix Auger-Aliassime vs Kamil Majchrzak,felix auger aliassime|kamil majchrzak,2026-06-12T14:30:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x299344d5e51d13b9ccd44590711bc9c572c7079d39ed92d0b2451b1c564c2e4f,Celine Naef,Ilkley: Celine Naef vs Akasha Urhobo,akasha urhobo|celine naef,2026-06-12T14:50:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x29bdc0a2176735d05a5684173cc7d7614608661a1a18f9999f45668bd042874a,Emile Hudd,ITF Martos: Emile Hudd vs Joao Domingues,emile hudd|joao domingues,2026-06-12T15:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x31bbc1f68c23c4eb3852ebe6bdcfee6a754c755f033501e6f8e04f2a8328d43b,Martina Capurro Taborda,ITF Cuiaba: Martina Capurro Taborda vs Gabriella Price,gabriella price|martina capurro taborda,2026-06-12T19:00:00,completed,flat,0,8,135.5,0.0,2026-06-12T15:31:11.960391,208.8,0.815,0.815,2026-06-12T15:33:17.053526,206.7,-0.5,0.0,0.01,476.453379,,60%+,,0,0,,,0
polymarket,0x33763a5cb2f1a09efc138fcc6084dcc64eb62c7bd58f774edf0258f0b4007e07,Elena Rybakina,HSBC Championships: Elena Rybakina vs Katie Boulter,elena rybakina|katie boulter,2026-06-12T17:00:00,completed,insufficient_history,0,2,2.1,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x36b51349b0d20aa45148f55d24358b608558f40220b137d093eb457c2f9433b3,Aurora Zantedeschi,ITF San Gregorio: Aurora Zantedeschi vs Alessandra Mazzola,alessandra mazzola|aurora zantedeschi,2026-06-12T13:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x3725fc9df39c5c1be873f83d15fdcb4256061442e0a15ae0f5e7a7b24dc894c1,Ivan Marrero Curbelo,ITF Kayseri: Ivan Marrero Curbelo vs Dinko Dinev,dinko dinev|ivan marrero curbelo,2026-06-13T07:15:00,completed,insufficient_history,0,4,281.9,,,,,,,,,,,,,,19.0,2,0,,,0
polymarket,0x3da37fb51b7f91acad58a5abc5f6aa0f9cdccd8e89549988e175919fec2a2382,Madison Brengle,ITF Decatur: Madison Brengle vs Malaika Rapolu,madison brengle|malaika rapolu,2026-06-12T16:00:00,completed,insufficient_history,0,4,9.3,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x3e07c4897d6457502a322150febe3d13d5992292ab128e6ce4c94c8a0c32a898,Moritz Kudernatsch,ITF Vaasa: Moritz Kudernatsch vs Leonardo Rossi,leonardo rossi|moritz kudernatsch,2026-06-12T10:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x407dbb0dea2d6d800c0227f0b4d16ece966fcc537a279a2ef2bc53691e128034,Daria Snigur,Libema Open: Daria Snigur vs Robin Montgomery,daria snigur|robin montgomery,2026-06-12T14:25:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x44377c008af7e492d8a736501b675247a9884d43fa5320f2d86313978a9fe54e,Dan Added,ITF Martos: Dan Added vs Rafael Izquierdo Luque,dan added|rafael izquierdo luque,2026-06-12T15:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x465f512a6d79c9e16c83264f011b045d0e5e8c66b6f12567f752e42da40c965e,Daniel Galan,Lyon: Daniel Galan vs Kimmer Coppejans,daniel galan|kimmer coppejans,2026-06-12T13:45:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x4aab26c65508e80a39a77fcaabf0d1319c3ab1007a9c46e13f741389efe08847,Fernandez/Siegemund,HSBC Championships (Doubles): Fernandez/Siegemund vs Panova/Schuurs,fernandez siegemund|panova schuurs,2026-06-09T08:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x4ae4e1715d96d418d248c458918694dc5b97b06b0137327af3b577d7290e5400,Karol/Serdarusic,Bratislava (Doubles): Karol/Serdarusic vs Pokorny/Sachko,karol serdarusic|pokorny sachko,2026-06-12T13:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x4b69aae7a60f9da230c9690c908de1f3b93219bc982b7ac651d5a37af303939c,Cavalle-Reimers/Salden,Modena (Doubles): Cavalle-Reimers/Salden vs Cho/Cho,cavalle reimers salden|cho cho,2026-06-12T16:00:00,completed,insufficient_history,0,4,9.3,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x4dcb95cf4b843412f439fab061f459bf313064435c0bc0c4b6ed16f38668c267,Joaquin Guilleme,ITF Vaasa: Joaquin Guilleme vs Linus Lagerbohm,joaquin guilleme|linus lagerbohm,2026-06-12T09:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x4e55401f0bbda025bfe583b46aa2a887d0e1744fef6f9f80f6cf7a15e0727ff0,Katie Swan,Ilkley: Katie Swan vs Ashlyn Krueger,ashlyn krueger|katie swan,2026-06-12T17:15:00,completed,insufficient_history,0,2,2.1,,,,,,,,,,,,,,13.0,2,0,,,0
polymarket,0x525a9236e142e73f1d5bc3497eb870e0c4d799a83ed908b3b81f8503b13b2876,Tanisha Kashyap,ITF Gaborone: Tanisha Kashyap vs D'Estree Colalancia,d estree colalancia|tanisha kashyap,2026-05-20T08:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x525ad332c6d8d5b3333c329fd69d8da756729ebfa4ce38b0652bf06e38d63d7e,Harmony Tan,Ilkley: Harmony Tan vs Lanlana Tararudee,harmony tan|lanlana tararudee,2026-06-12T15:15:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x565f7844814b2d7cb476a1666af0d65d6506c84955fefeb54a99d411abd698cf,Andreea Prisacariu,ITF San Gregorio: Andreea Prisacariu vs Camilla Gennaro,andreea prisacariu|camilla gennaro,2026-06-12T12:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x570b54e2d818b4ad877bb45e7b70c7c65bd6c5f7278ce3ad379cbbba855a667c,Giovanni Mpetshi Perricard,Stuttgart Open: Giovanni Mpetshi Perricard vs Alexander Bublik,alexander bublik|giovanni mpetshi perricard,2026-06-12T13:45:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x5d7f61ec765d5cf16676283b5bc0e490f01fe32000fb10d1a72123a2197bbbc0,Matheus Pucinelli de Almeida,Tucuman: Matheus Pucinelli de Almeida vs Johan Alexander Rodriguez,johan alexander rodriguez|matheus pucinelli de almeida,2026-06-12T15:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x5e052a5720a5fcab5543485d8288994b2d30b20def42a9aa8d3c7f9bc473950e,Noelia Zeballos,ITF Cuiaba: Noelia Zeballos vs Mell Elizabeth Reasco Gonzalez,mell elizabeth reasco gonzalez|noelia zeballos,2026-06-12T19:00:00,completed,flat,0,8,135.5,0.0,2026-06-12T15:31:11.960391,208.8,0.27,0.27,2026-06-12T15:33:17.053526,206.7,0.0,0.0,0.02,446.209184,,12-30%,18.0,8,0,,,0
polymarket,0x612b93cdcddc3dd2a0b84cb61502ccdbd8e246050b85ccd90ebc1ee6da740b6c,Luiza Fullana,ITF Cuiaba: Luiza Fullana vs Carolina Alves,carolina alves|luiza fullana,2026-06-12T20:00:00,completed,flat,0,10,246.8,0.0,2026-06-12T15:31:11.960391,268.8,0.335,0.335,2026-06-12T15:33:17.053526,266.7,-0.5,0.0,0.01,455.440391,,30-60%,30.0,6,0,,,0
polymarket,0x6628d987edf3c651cc4b66ad8da049715783125ab1a98d293a9889952c859e9a,Fruhvirtova/Korneeva,Ilkley (Doubles): Fruhvirtova/Korneeva vs Christie/Silva,christie silva|fruhvirtova korneeva,2026-06-12T16:00:00,completed,insufficient_history,0,4,9.3,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x6641838ae1d4a428f75c7902a93d16e8dcbb0a39fabcd73f1e7777d782d77597,Pablo Martinez Gomez,ITF Martos: Pablo Martinez Gomez vs John Echeverria,john echeverria|pablo martinez gomez,2026-06-12T14:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x6c4157e9e68099a333994ed7cddee0fde1bc2af7497be4fb8464f00bd1919699,Mattia Bellucci,Stuttgart Open: Mattia Bellucci vs Taylor Fritz,mattia bellucci|taylor fritz,2026-06-12T15:20:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x72a3389f7e62ea1874f929c2ab253449d20f89d8283f078f374a8f69f064d479,Huergo/Radisic,Modena (Doubles): Huergo/Radisic vs Gorgodze/Karamoko,gorgodze karamoko|huergo radisic,2026-06-12T14:30:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x7c746c4bad5a37e5894be4b391f12d6f1fa84a4839f6fde55e9db6611669ab71,Radu Mihai Papoe,ITF Curtea de Arges: Radu Mihai Papoe vs Marlon Vankan,marlon vankan|radu mihai papoe,2026-06-12T10:30:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x81f4efed926603fc67520d11b72a870379dda8d0351b426d5b6c1d7a9cdf36d7,Viktorija Golubic,Ilkley: Viktorija Golubic vs Katie Swan,katie swan|viktorija golubic,2026-06-12T10:20:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x8774604a03a03392287af47ccb6e9b1926f974065bac0d95089e451e6a82f768,Raul Brancaccio,Cattolica: Raul Brancaccio vs Roberto Carballes Baena,raul brancaccio|roberto carballes baena,2026-06-12T14:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x92889d49761307073d461289d01208c3b19292d17da937c0f57501c7b7efa50d,Dayeon Back,ITF Changwon: Dayeon Back vs Su Jeong Jang,dayeon back|su jeong jang,2026-05-20T02:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x94e19691e72927b821153ac00529385b4073d62c838ead6ccbdf711e77037826,Felix Balshaw,Lyon: Felix Balshaw vs Clement Tabur,clement tabur|felix balshaw,2026-06-12T16:25:00,completed,insufficient_history,0,4,9.3,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x95c9f91316914b2947c8b4503452c2d667ed6d08205cebcd2ff27c6a5e316556,Dane Sweeny,Ilkley: Dane Sweeny vs Billy Harris,billy harris|dane sweeny,2026-06-12T15:25:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x971f4a8854b5268827b8a371168b47a9fd98593ece8dcec5dc867f4ad820dcdd,Andrew Fenty,ITF Wichita: Andrew Fenty vs Lucas Marionneau,andrew fenty|lucas marionneau,2026-06-12T15:00:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x9771c4ea3df2d64af806e48e98632c9db47c870ffc45556d5df159a93c170408,Zsombor Piros,Bratislava: Zsombor Piros vs Taro Daniel,taro daniel|zsombor piros,2026-06-12T14:30:00,completed,insufficient_history,0,0,,,,,,,,,,,,,,,,0,0,,,0
polymarket,0x97fdeb48d4e0d8c0ccbebd5e26a30538ae06819f9ad359909bbe5d49bcbead11,Alexandra Vagramov,ITF Los Angeles: Alexandra Vagramov vs Veronica Miroshnichenko,alexandra vagramov|veronica miroshnichenko,2026-06-12T18:00:00,completed,flat,0,8,135.5,0.0,2026-06-12T15:31:11.960391,148.8,0.42,0.42,2026-06-12T15:33:17.053526,146.7,0.0,0.0,0.02,,,30-60%,18.0,4,0,,,0
